"","DayNeg8","DayNeg4","Day0","DayPos1","DayPos7","DayPos16","DayPos21","DayPos28"
"PTPRC",0.9239676489,-0.8267078964,-0.6321883914,-0.2431493813,2.0910846791,-0.2431493813,-0.5349286388,-0.5349286388
"PTPRCAP",1.3610106349,0.9957329419,0.3213741241,0.8130940954,-0.4091812619,-1.1256875058,-1.1256875058,-0.830655523
"PTPRE",-0.9001855645,-0.9730837036,-0.9475809261,-0.832390295,0.4824769127,1.1724647428,0.8443363329,1.1539625008
"PTPRH",-0.3995029823,-0.7999159942,-0.7999159942,0.0373112125,2.2869043155,0.2557183099,-0.0718923362,-0.508706531
"PTPRM",-1.4526225275,-1.3741450953,-0.4705706823,-0.007803139,0.6628654303,0.8969072457,0.9536971577,0.7916716105
"PTPRN2",-1.0512436868,-1.0445480296,-0.8831759264,-0.7069306719,0.6155634914,0.9892182968,1.0175236806,1.063592846
"PTPRO",-1.0919182279,-1.096529588,-0.737166291,0.3247706641,1.862246889,0.6155951504,0.2872901875,-0.1642887842
"PTPRR",-0.9797844994,-0.9946838763,-0.7669071019,-0.8781421754,1.3103615652,1.0897879252,0.7567072538,0.4626609087
"PTPRT",-0.9440243524,-0.9112433798,-0.9481477452,-0.8857417814,0.851156864,1.2126068146,1.0115628698,0.6138307104
"PTPRU",0.8199413154,-1.2108465158,0.4533521081,-1.6256014718,1.1045367367,0.8133950796,-0.3629853227,0.0082080706
"PTPRZ1",-0.9560631437,-0.9466597523,-0.40903107,-0.3052912207,2.1417647713,0.5179644533,0.1695963988,-0.2122804366
"PTRH1",0.7612856386,-0.6681008836,-1.1079851249,-0.013405318,2.0659908398,-0.5665526337,-0.3871823605,-0.0840501578
"PTRH2",0.479086898,-0.8608902205,1.3978668028,1.3108221445,0.2757550441,-0.8746849239,-0.9712797615,-0.7566759834
"PTS",-0.5307141899,-1.4482314292,1.7614804464,0.6201465453,0.7000760436,-0.5081439052,-0.6201641284,0.0255506173
"PTTG1",1.4797927906,1.0849706499,0.9790514519,-0.3542552486,-0.7321031672,-0.8171223711,-0.8193145419,-0.8210195636
"PTX3",-0.3984183497,-0.3971912058,-0.1787595884,2.467907599,-0.3240534283,-0.3855333386,-0.3965776338,-0.3873740544
"PURA",-0.0293729423,-0.3074278431,-0.9225708391,-0.937575932,-1.1534320904,0.9424165963,1.3724186287,1.0355444219
"PURG",-1.3839461988,-1.302381546,-0.1503311356,1.3899389871,1.084918829,0.4740333048,0.0577059162,-0.1699381568
"PUS1",2.1067676509,0.6319325942,0.2746617999,-0.6492016834,-0.7016149904,-0.9398634721,-0.4808144334,-0.2418674657
"PUS3",0.1920327544,-0.1054561522,2.0175761786,0.41744016,0.2448990376,-1.1072668439,-0.9789495549,-0.6802755796
"PUS7",1.8806004821,0.9232511416,0.3609510801,-0.487664714,-0.0888252102,-0.8423104316,-0.8975747348,-0.8484276132
"PUS7L",0.5769921884,-0.3983661467,1.9811985533,0.0714493151,0.4203775072,-0.7288447034,-0.857463385,-1.065343329
"PUSL1",-0.451480129,-0.6041575865,0.0798830511,-0.6541990728,1.9315674229,-0.6473548641,-0.7723838911,1.1181250694
"PVALB",-0.4915925848,-0.5007526646,-0.4990078875,-0.4994440818,-0.4170033636,-0.2154816081,0.2281279706,2.3951542199
"PVRL1",-1.2436066321,-1.1520119914,0.0165923153,0.7045706425,1.3969252724,1.0822413936,-0.0997094417,-0.7050015586
"PVRL3",-0.1800028477,0.1481026965,2.2087710157,-0.4401489238,0.29790474,-0.6795352132,-0.2277611694,-1.127330298
"PVRL4",2.4249761177,0.0943010906,-0.3797549115,-0.277432006,-0.3407999794,-0.4728687554,-0.5181917836,-0.5302297725
"PWP1",2.0730620498,0.3945260313,0.3483236716,-0.1486935874,0.0040195575,-0.7985525359,-0.8584113062,-1.0142738807
"PWP2",2.0970244464,0.8738823814,-0.1433376579,-0.5392891919,-0.1732337554,-0.7665671276,-0.6568253536,-0.6916537413
"PXK",-1.0136116176,-1.3337665774,-0.9321033781,-0.1490062866,0.8806570836,0.4954342916,0.7300049575,1.3223915269
"PXMP4",-0.4684396137,-0.7696137755,1.97730847,0.6500423838,0.4951025097,-0.1893717723,-0.5844488881,-1.110579314
"PXN",1.3571026095,0.2980895191,0.9790421642,0.7422527622,-0.1192669514,-1.0174548142,-1.1533433916,-1.0864218979
"PYCARD",2.1120044565,0.9735158837,-0.4672356309,-0.5091519469,-0.4880963091,-0.5398580854,-0.5398580854,-0.5413202825
"PYCR1",0.9291387392,1.6183634456,0.0802738828,0.72059659,-0.4693433736,-0.983536049,-0.885200812,-1.010292423
"PYCR2",2.3832485955,0.2093792018,-0.1214659369,-0.4106983812,-0.3856356379,-0.6362693661,-0.5206834059,-0.5178750693
"PYGL",1.8431614388,0.4762492103,1.0144264949,-0.3995013361,-0.5727980051,-0.7748229989,-0.793357402,-0.793357402
"PYGM",1.9870898179,1.1321562224,-0.2285202138,-0.3937562368,-0.6318408423,-0.6325645037,-0.6578926532,-0.5746715905
"PYGO1",-1.3810389866,-1.4528121032,-0.328955517,0.1276344344,1.3783612973,0.6705328134,0.5973016485,0.3889764132
"PYROXD1",-0.4693757398,-1.7844650339,1.1735302587,0.8693928637,1.078744302,-0.3850665175,-0.1112655536,-0.3714945795
"PYY",1.232064804,-0.3853175642,1.8980457791,-0.1950372856,-0.5375417871,-0.7658781214,-0.4804577035,-0.7658781214
"QDPR",1.5525482845,0.3932489132,-1.2153579553,-1.5413807311,-0.3542152222,0.3369437137,0.4180892546,0.4101237426
"QPRT",2.1058595662,0.9489305302,-0.2182110665,-0.5371296267,-0.503159425,-0.6037800225,-0.5973299842,-0.5951799714
"QRSL1",1.2493354158,-0.5765564779,-0.5465376838,-1.0888307188,-0.6111660858,-0.7135769366,0.8948421187,1.3924903685
"QSER1",1.144231062,1.3242070935,0.5697883666,0.3408227299,-0.1622937881,-0.958622914,-1.1015575236,-1.1565750263
"QSOX1",-0.8034206426,-0.7196562827,1.9791336876,1.1285397785,-0.3300681759,-0.4760265501,-0.4503209718,-0.328180843
"QTRT1",1.409563072,0.4697280169,1.0212491229,0.3170009485,0.0841777824,-1.1156219749,-1.1556579776,-1.0304389902
"QTRTD1",1.5560001342,0.6494440325,0.9756230349,-0.0242475685,-0.0650177306,-0.9340104725,-1.0822857279,-1.0755057021
"R3HCC1",-1.0940056163,-1.6380320069,0.0669887944,0.6172113145,1.5551162814,0.23070586,0.4691109846,-0.2070956117
"R3HDM1",-1.7398092187,-1.3202519625,0.042192114,0.3660480434,1.128927009,0.3781979917,0.4685383585,0.6761576647
"R3HDM2",-1.3994097913,-1.5030747971,-0.2980473823,0.8499980803,1.2506369555,0.3640370666,0.3247514759,0.4111083924
"RAB10",-1.0227668588,-1.0872960456,0.0655879008,0.3743329761,2.0673195358,0.2443012547,-0.1108970069,-0.5305817561
"RAB11B",-1.1314881521,-1.257597016,-0.1524202294,0.7542178735,1.864007248,0.1832762568,-0.0841961452,-0.1757998357
"RAB11FIP1",0.9796323872,0.5808468507,1.6715236424,0.135127467,-0.6364765355,-0.9065676988,-0.9181322318,-0.9059538811
"RAB11FIP2",-1.6444405403,-1.3390873875,-0.185309753,0.6130429372,1.2180141239,0.3716538501,0.4377121272,0.5284146423
"RAB11FIP4",-1.0131828242,-1.0496159537,-1.150264618,-0.335530624,0.6217310142,0.7101296707,0.8982589797,1.3184743553
"RAB11FIP5",-1.280470927,-1.2325650145,-0.1269667371,-0.566196217,0.2126596149,0.5201416407,0.9818855547,1.4915120854
"RAB13",0.3113504726,-0.6146566539,1.8501746549,1.0170076881,-0.4613033635,-1.1102618568,-0.7510912506,-0.2412196908
"RAB17",1.6826865559,0.3880796066,0.7026569961,0.7026569961,-0.7927955174,-0.8581308214,-0.912576908,-0.912576908
"RAB19",2.1806333349,0.6776690492,0.0673282224,-0.4514614803,-0.4331512555,-0.6803392903,-0.6574515093,-0.7032270713
"RAB20",0.0818700564,-0.040890206,2.3980032548,-0.3174171888,-0.430854421,-0.530032901,-0.5924676737,-0.5682109208
"RAB22A",-0.8022196386,-1.074243908,1.2055892389,1.6748774427,0.314614872,-0.6722375986,-0.6265003538,-0.0198800545
"RAB24",-1.2315467482,-1.0480796338,0.192818164,0.0868330941,0.3849286672,-0.3373896132,-0.065918646,2.018354716
"RAB25",1.8376633386,1.3763952617,-0.5260368069,-0.5391817521,-0.466765054,-0.5535216923,-0.5678616325,-0.5606916624
"RAB27B",-0.9421173495,-0.938495715,-0.6921465708,-0.7753661578,-0.1097320403,1.4593438535,1.078712863,0.9198011168
"RAB28",-1.1003963427,-1.3670204853,0.7162665059,0.7951889066,-0.1759300865,-0.6111751841,0.2190793064,1.5239873798
"RAB2B",-1.5175633227,-1.1987174037,-0.1941053173,1.4982925824,0.8991535444,-0.0597124655,0.2588256412,0.313826741
"RAB30",-1.2722235207,-1.3940701683,-0.6022641221,0.2366638476,1.2933984176,0.9931422525,0.5755276553,0.1698256381
"RAB31",-0.3825823711,-0.9294162305,0.9448050168,1.5860130075,0.9687530133,-0.5873543806,-0.7054888978,-0.8947291577
"RAB32",0.1716120653,-0.2863580942,0.9439086073,1.981523655,-0.5472827902,-0.8474137877,-0.8676929092,-0.5482967463
"RAB33A",-0.9278329966,-0.9705744693,-0.8137819166,0.1364961111,2.0413023962,0.5889356381,-0.0050158115,-0.0495289514
"RAB33B",0.6838737753,-2.1863043272,-0.5204078411,-0.2507425909,0.3143713918,0.4942445932,0.7680181587,0.6969468403
"RAB34",0.5751313041,0.0822617879,1.3586446565,1.2107113597,-0.4159961908,-1.3526387026,-1.106540127,-0.3515740879
"RAB35",-0.0235970527,-1.477782436,0.015564192,1.0028315528,1.7929399652,-0.3201310805,-0.5316164633,-0.4582086774
"RAB36",-1.3648046816,-1.2683550899,-0.1176338576,-0.5898820999,1.0478984843,0.6207265685,0.4581923772,1.213858299
"RAB38",0.2895478279,0.3565360621,2.1052815434,0.1731998423,-0.355654638,-0.836912215,-0.863354939,-0.8686434838
"RAB39",-0.6305754039,-0.5980741348,0.8758584192,2.0507792974,0.0779522626,-0.3461892992,-0.4660377291,-0.9637134123
"RAB3A",-0.9680133141,-0.9751237232,-0.9269218697,-0.7101773499,0.3151632513,0.8414738229,1.1658357005,1.2577634822
"RAB3B",-0.8735581936,-0.9696081853,-0.8962114935,-0.8371962493,0.9516788912,1.462559962,0.7714009856,0.3909342829
"RAB3C",-1.1554847659,-1.1585649897,-1.0561507371,-0.1530726875,1.1100206371,0.7789095443,0.8854066866,0.7489363121
"RAB3GAP2",-1.3415564045,-0.379311816,0.6154331092,1.3849929963,-1.0299606818,-0.5840307491,0.1839373084,1.1504962375
"RAB3IL1",-0.1309313441,-0.4837085147,1.7111647485,1.4512381792,-0.5103034955,-0.798867785,-0.775903369,-0.4626884193
"RAB3IP",1.8391171754,-0.3702705013,0.2137429236,0.0749773406,0.9615276892,-1.0593414522,-0.8804236984,-0.779329477
"RAB40B",-1.4147599925,-1.4475312079,-0.3988523172,0.5269345159,1.2429527998,0.834738156,0.2606683914,0.3958496546
"RAB43",-1.3843741973,-1.2287628411,0.9598557191,1.4188219229,0.7332374413,-0.0597199906,-0.2485264549,-0.1905315995
"RAB5B",-1.2985872993,-1.370290605,-0.4208392583,-0.3210545359,0.5301497358,0.6920592833,1.0732469268,1.1153157525
"RAB6B",-1.0376991012,-1.0401305797,-0.9276460747,-0.6884741079,0.8536164388,1.1255128336,1.0006585456,0.7141620455
"RAB7L1",1.3093321313,0.8049239245,1.2751998961,0.0344704192,-0.7359397984,-1.0352732248,-0.9514468791,-0.7012664688
"RAB8A",-0.3835731132,-0.6364176049,1.7765700221,1.3212117168,0.0688611195,-0.7745904542,-0.6901535959,-0.6819080902
"RAB8B",-1.2235014435,-1.0934506968,1.2563442299,1.2114084648,0.9276257048,-0.4350383894,-0.3705645542,-0.2728233156
"RAB9B",-1.0334951152,-1.0354943816,-0.9385884228,-0.6064544586,0.7582473661,0.6317622036,0.8259146393,1.3981081693
"RABAC1",-0.7814695102,-1.0974390625,-0.9757438133,-0.7558966963,0.4520517923,0.8699556819,1.3462510589,0.9422905492
"RABEPK",1.5895347924,-0.4791578196,0.0757914645,-1.2758648343,-0.4573116687,-0.8996605664,0.2011928872,1.2454757449
"RABGAP1",-1.4264112545,-1.5318484409,-0.4366531207,0.4858130235,0.9203335341,0.5364795203,0.7630118576,0.6892748805
"RABGAP1L",-1.1007246528,-0.9651150759,-0.9792850344,-0.6041535394,1.0870778408,1.1650678027,0.7930290229,0.6041036361
"RABGGTB",1.503840473,1.4031444858,-0.3106571553,-1.472889579,-0.0459957988,-0.6187359602,-0.3117613361,-0.1469451293
"RABIF",0.3130416555,-1.5644435088,-0.7062062771,0.4644076902,1.89420086,-0.0282197707,0.0159011257,-0.3886817748
"RABL5",-1.4340044675,-1.5701954489,0.1035917122,0.200287309,1.2732734034,0.2788252432,0.3882410776,0.7599811709
"RAC2",1.8654184748,-0.695814685,-0.9715060565,-1.0461059417,0.6450317666,0.041757308,0.6130984031,-0.4518792694
"RAC3",-0.7930339259,-0.8766551522,-0.7814629007,-0.7123009548,1.7023775571,1.1452854156,0.4932204501,-0.1774304893
"RACGAP1",0.8021757751,0.1970337275,1.6692350621,0.7115124897,-0.4917730328,-0.9851744602,-0.9828408024,-0.920168759
"RAD1",2.1127335909,0.8402461076,-0.0503052981,-0.388277826,-0.3725055973,-0.7836539921,-0.7089103235,-0.6493266615
"RAD18",1.4728057232,1.261027571,0.7630401745,-0.3643359261,-0.5511227437,-0.8422774905,-0.8592039773,-0.8799333312
"RAD23B",1.7228231535,-0.7333638319,0.6106358377,-0.9260315967,0.9802248083,-0.6296510289,-0.0756235295,-0.9490138124
"RAD50",1.9576773923,1.0155924935,0.1913007441,-0.4103439164,-0.5410902105,-0.7704062674,-0.7663835108,-0.6763467247
"RAD51",1.7897528406,1.1205233236,0.4484382891,-0.4600418854,-0.5800914259,-0.7706768214,-0.7704810877,-0.777423233
"RAD51AP1",1.5493999552,0.6536043171,1.2121668608,-0.2390315349,-0.4914842553,-0.8672463229,-0.8926441312,-0.9247648887
"RAD51C",2.2839233593,0.2314629878,0.2441339688,-0.4446734662,-0.348971778,-0.8296755399,-0.6607431591,-0.4754563726
"RAD54L",1.866641343,0.8088765598,0.6926498432,-0.4154189187,-0.5898768822,-0.7901371767,-0.7889465616,-0.7837882068
"RAD54L2",0.2745694109,0.2821558236,1.0618648641,1.6082052775,-0.1945135373,-0.8781291672,-1.0455699149,-1.1085827567
"RAD9B",1.5454947471,0.3906100514,-1.0360375089,-1.4603457162,1.0686807356,-0.1229337234,-0.2961804468,-0.0892881387
"RAE1",2.2279927501,0.4107898324,0.0602698149,-0.2749708465,-0.1193606575,-0.7840972914,-0.7225295055,-0.7980940965
"RAF1",-0.6434236137,-0.913609312,0.9069308865,1.8021156058,0.7179056263,-0.6361751565,-0.6191410542,-0.6146029821
"RAG1",-1.0321885676,-1.0321885676,0.2326376859,2.0847046999,0.2687755789,0.0519482211,-0.6256372718,0.0519482211
"RAI1",-1.5967354625,-1.423870938,0.4501827472,1.3416227574,0.4336310407,0.2560380778,0.1659117231,0.3732200544
"RAI14",0.7568064055,0.5392189803,1.5718442724,0.6821820552,-0.6951669856,-0.9372543864,-0.9644807289,-0.9531496125
"RAI2",-1.3150543576,-1.3028093444,-0.6527248997,0.4889339476,1.2922756545,-0.0005554934,0.4917039682,0.9982305249
"RALA",-1.1096858208,-1.2606865408,-0.3696155946,0.163404116,1.8640207779,0.6302937834,0.3063914969,-0.2241222181
"RALB",0.0198300135,-0.3903024384,1.830609554,1.2263448645,-0.3000501646,-0.7749994833,-0.7656767637,-0.8457555821
"RALGDS",-0.9190711243,-1.1224516538,-0.1750785296,1.5942640678,1.2469418753,0.3597754459,-0.2144530609,-0.7699270204
"RALGPS1",-0.9664932159,-0.8653238123,-0.8501479729,0.0379627961,1.9447805957,0.8041454381,0.2291289748,-0.3340528036
"RALYL",-0.9486214822,-0.9502788769,-0.9382739635,-0.8978245725,0.8046997043,1.0008564058,0.9670079254,0.9624348596
"RAMP1",-0.4294923127,-0.4367602356,2.4122655387,0.2028169791,-0.4385492628,-0.4345239516,-0.4395555905,-0.4362011646
"RAMP2",-0.7166415074,-0.0335901496,2.319488843,0.3484866294,-0.2985313566,-0.4364326703,-0.5426725085,-0.6401072801
"RAMP3",0.4326549374,-0.5735468782,-0.7016360879,-0.5458162245,2.2993488393,-0.0164578541,-0.3913168685,-0.5032298636
"RAN",1.9778685152,0.5969605004,0.6553356467,-0.3876571701,-0.4048717401,-0.8822152199,-0.7732342283,-0.7821863038
"RANBP1",1.9412081319,0.6060700181,0.6504967577,-0.2630447097,-0.3356196845,-0.809064314,-0.8583268076,-0.9317193919
"RANBP2",1.0380971427,0.9305957927,1.0222967361,0.7007025833,-0.6457067047,-1.0969532205,-0.9562947659,-0.9927375637
"RANBP3",0.0962296363,-0.7629763704,1.1698878748,1.4133348052,0.7827921044,-0.8928694732,-0.9248409099,-0.8815576673
"RANBP3L",-0.720176434,-0.8378551496,0.3181651745,-1.1173420992,1.1405317285,-0.8266064488,0.5985174088,1.4447658197
"RANGAP1",1.8427308918,-0.1818936801,-0.4340853011,-0.8642928047,1.2590263419,-0.796351498,-0.6076046547,-0.217529295
"RANGRF",2.1310115249,0.7643409241,0.1279442347,-0.5645710847,-0.520545078,-0.7466692331,-0.619534829,-0.5719764588
"RAP1A",1.0652213469,-1.2879194255,0.9402390698,0.4403322875,1.154803142,-0.7911606428,-0.684552859,-0.8369629188
"RAP1GAP",-0.7861372743,-0.8778121817,-0.889994701,-0.6999810611,-0.1149609901,0.653872263,1.0389519703,1.6760619749
"RAP2B",-0.8814486019,-1.4756633421,-0.1004318887,0.717537956,1.8406795779,0.0782697422,0.1453483602,-0.3242918036
"RAPGEF1",-0.626355708,-0.7771333112,0.4601454011,1.6298913125,1.316901059,-0.4920566602,-0.8477875146,-0.6636045788
"RAPGEF4",-0.8232788789,-0.8348683775,-0.8235157861,-0.7327803412,-0.3018689479,0.9167331889,1.0765957759,1.5229833668
"RAPGEF5",-0.9748131666,-1.2099762178,-1.0408481111,1.6616169971,0.5322932245,0.0820146346,0.4875346791,0.4621779602
"RAPH1",-0.7137426826,-0.7719431146,-0.6400924314,-0.7832324856,0.2871099058,1.8267525924,1.1512040865,-0.3560558705
"RARA",0.0272576634,0.0114511678,1.4065349441,1.6204984292,-0.5974285279,-0.7557884738,-0.8677045031,-0.8448206997
"RARB",-0.6490005601,-0.6404028432,2.4253464503,-0.3158577808,-0.1002557454,-0.1902024729,-0.2728860043,-0.2567410436
"RARG",2.3301596027,0.4803097983,-0.4698743165,-0.4647624434,-0.3378247725,-0.5142978509,-0.5231192248,-0.5005907929
"RARRES1",0.0144267307,-0.3489131541,2.3013307118,0.39913955,-0.4856999343,-0.5626424982,-0.6908801046,-0.6267613014
"RARRES2",-0.8424082278,-1.1317871081,1.0541634157,1.2186709247,-0.8360243543,1.192714516,-0.523565316,-0.1317638502
"RARS",2.2225235133,0.215091762,0.4020510816,-0.2023859102,-0.4676360633,-0.8480459859,-0.6738948873,-0.64770351
"RASA2",-1.0341161209,-1.2450258434,1.2597357328,1.154237776,0.9397252639,-0.0060634488,-0.594893901,-0.4735994586
"RASA3",-1.020665211,-1.2197613991,-0.6595772378,-0.7609468661,1.1709474005,0.8142623001,0.7426142468,0.9331267667
"RASA4",1.6405449003,1.5774206349,-0.5181200797,-0.4397823939,-0.3209988522,-0.628408488,-0.6840758917,-0.6265798298
"RASD1",-0.0334508113,-0.2042066973,2.4131608681,-0.0494591756,-0.5088992314,-0.5177038318,-0.5517216059,-0.5477195149
"RASEF",2.3641262694,0.1196536114,0.0577371242,-0.4801623576,-0.2725873345,-0.4917716989,-0.5962557709,-0.7007398429
"RASGEF1A",-0.6938733576,-0.7053498211,-0.7492154148,-0.7474301872,-0.198549194,0.3604310871,0.6618795278,2.0721073598
"RASGEF1B",-1.2368741826,-1.2794255473,-0.7128137291,-0.3279447145,1.0875743708,0.8004690018,0.8101400114,0.8588747896
"RASGEF1C",-0.8554541446,-1.0005100427,-0.7518427888,-0.7038277702,1.6127927576,1.1262570802,0.5804476204,-0.007862712
"RASGRF1",-0.797746258,-0.799446091,-0.7932380052,-0.7915381721,-0.3660572518,0.9013580656,1.2236885352,1.4229791774
"RASGRF2",-0.7856393247,-0.7945267102,-0.7989704029,-0.796193095,-0.4061479633,1.0353137568,1.2516882663,1.2944754729
"RASGRP1",1.9175013988,1.0308572785,-0.3622412019,-0.9279540725,0.2347272175,-0.6327084904,-0.7269358038,-0.5332463263
"RASGRP2",-0.3476651815,-0.8184370386,-1.1947940759,-1.1726282627,1.022834583,1.2392130957,0.7266598352,0.5448170448
"RASGRP3",0.1976587606,1.2302893201,1.8109622087,-0.601357315,-0.4516986043,-0.6558976614,-0.7922485276,-0.7377081811
"RASIP1",1.7784569649,0.1060655032,-0.0204127597,-0.8556467679,1.1796211718,-0.4696284791,-0.8107976509,-0.9076579823
"RASL11A",1.5765004071,-0.0825195612,1.2106416346,0.5375995532,-0.5095848956,-0.8568055797,-0.9396415281,-0.9361900303
"RASL11B",-0.4360610681,-0.3498202855,2.1178246664,0.8467955429,-0.1294610505,-0.8492030937,-0.716735233,-0.4833394784
"RASL12",0.2042044005,-0.4830429925,2.0733422146,0.8214138427,-0.5495790458,-0.5574583153,-0.7413079363,-0.7675721679
"RASSF3",1.6275996536,0.4177835003,1.0616788841,0.3115740863,-0.7565071814,-0.9781166012,-0.8928582394,-0.7911541023
"RASSF4",-0.9377267373,-0.977588624,-0.590159058,-0.4287035558,-0.6026770891,1.1171246778,1.4268672729,0.9928631133
"RASSF5",-0.6328519655,-0.7539299636,-0.8057550159,-0.8134370479,-0.5486477213,0.8178206791,1.4197915923,1.3170094428
"RASSF6",1.7782994377,1.3918019224,-0.1511560268,-0.5318312418,-0.4466256679,-0.6140369602,-0.6914525867,-0.7349988766
"RASSF7",1.8115271928,0.4000612781,0.2849781982,0.6776098077,-0.1947194249,-0.8847764618,-1.0063271903,-1.0883533998
"RASSF8",-1.3513176337,-1.315321644,0.7930689182,0.1579833084,-0.6495049124,0.2128935546,1.1343799842,1.0178184247
"RAVER2",1.2404564074,1.213804668,1.0021587028,-0.0483165886,-0.6182452371,-0.9854001307,-0.9049643018,-0.8994935201
"RBBP5",0.9143293716,0.6170171157,0.8693579333,1.0997242916,-0.4511639905,-1.5157612227,-1.0324747484,-0.5010287506
"RBBP6",0.265310235,0.7135004287,0.9715603342,1.1203266512,0.4093900595,-1.2156694904,-1.2103719667,-1.0540462516
"RBCK1",1.6829956248,1.0740539976,-0.0411869048,-0.3018712281,0.2359851922,-1.3101535028,-1.0244231198,-0.3154000591
"RBKS",0.8909268385,-0.1486892824,2.0272514357,-0.2441889028,-0.1390184348,-0.904224254,-0.9404899326,-0.5415674676
"RBL1",0.2511841631,0.344772932,2.1243681772,0.2014496088,-0.4185938258,-0.825772351,-0.8552164276,-0.8221922767
"RBL2",-1.5961768881,-1.2298462596,-0.2562784577,0.3425993621,0.9787255516,0.2050700386,0.2553328303,1.3005738228
"RBM11",-0.937622301,-0.9669163484,-0.759573793,-0.8442559483,0.1244298096,0.9595206122,1.3150508919,1.109367077
"RBM12",0.546930658,0.4771153094,1.3004555518,0.761396463,0.3147191094,-0.7540258233,-1.1958340906,-1.4507571777
"RBM12B",-0.5240781046,-0.2155040529,0.4725129171,1.9740784439,0.6989685232,-0.7212002633,-1.0980463319,-0.5867311316
"RBM14",1.069726054,0.783377162,1.2431629348,0.3366574544,-0.1755260913,-0.9847320139,-1.1262510245,-1.1464144754
"RBM15",1.3935184186,1.2754068356,0.6121124613,0.1743174624,-0.6886111043,-0.932467647,-0.9028307419,-0.9314456847
"RBM15B",-0.6571577813,-0.5300330617,1.1302771555,1.8679170168,0.2562604636,-0.5749345015,-0.6725925347,-0.8197367567
"RBM17",1.8519122227,0.3315286317,0.6547578364,0.1082227923,0.0552882133,-0.96121014,-0.9451200611,-1.0953794954
"RBM19",1.880100935,0.1312535422,0.8430167739,0.1629739883,-0.2342242993,-0.8618762799,-0.7769474629,-1.1442971973
"RBM24",-1.0651574897,-1.0230548903,1.3190744392,0.3012632363,1.5964922942,-0.4106534445,-0.4393597623,-0.2786043828
"RBM25",0.816114535,0.5865918048,1.1890476849,0.9671102732,-0.299898436,-1.0332733391,-1.168899692,-1.0567928309
"RBM26",0.185828672,0.4529151856,1.8387038315,0.5662807473,-0.0181758488,-0.9405502956,-1.0313796403,-1.0536226517
"RBM27",1.5570242354,1.0586403043,0.5928068399,0.1059501453,-0.3629027629,-0.9249641602,-0.8526660249,-1.1738885768
"RBM28",1.7736779271,0.2527162113,0.9430209762,0.1821673732,-0.284838554,-1.0505131369,-1.0378644019,-0.7783663948
"RBM3",0.5458114441,0.0171806397,1.4419303566,1.020408752,0.1999526977,-0.8557039874,-1.1553564157,-1.2142234869
"RBM34",2.3810578411,-0.5813418297,-0.0970741867,-0.2456720491,0.1496831925,-0.6982649858,-0.4656759118,-0.4427120705
"RBM38",1.8337842383,0.7035413552,0.5397385915,0.1989383358,-0.5089245154,-0.9207068162,-0.9153679088,-0.9310032804
"RBM41",0.2533103646,-0.8288823919,1.0582590693,1.3416952776,0.9055628095,-0.7825414316,-0.9658377044,-0.981565993
"RBM43",2.1709728508,0.0163564207,-0.1782459568,-0.6886640491,-1.0809910707,-0.5049801442,-0.2683312399,0.5338831892
"RBM45",0.3976037596,-0.4789344679,1.2924381668,1.3036114062,0.4616365354,-1.0057382603,-1.1808209962,-0.7897961435
"RBM6",-0.0064978926,-0.0335041447,1.1718301446,1.5655842635,0.3243803571,-1.1069823555,-1.0305944712,-0.8842159013
"RBM7",0.9761422385,0.1311944718,1.192855695,1.1053484146,-0.2485114079,-1.0717770946,-1.0248520184,-1.060400299
"RBMS2",0.6077508312,0.0018282248,1.561337041,1.1307114861,-0.4525038627,-0.9523714193,-0.9916661747,-0.9050861264
"RBMS3",-1.4539527738,-1.4180322538,-0.4587430735,1.121696416,0.5149227667,0.7554972798,0.7243943354,0.2142173033
"RBMX",-0.8168072293,-0.7028023407,1.5088406726,1.013875677,1.0536228102,-0.588861735,-0.7426965769,-0.7251712778
"RBMX2",1.8243738198,0.6083976549,0.5100225935,0.0708512941,-0.0249582493,-0.8417456737,-0.9673292061,-1.1796122333
"RBMXL2",2.1694414851,0.8647918761,-0.4222010678,-0.4999453026,-0.4871675372,-0.5426661444,-0.5395871648,-0.5426661444
"RBP1",-0.3988059882,-0.4069021547,2.4396634077,0.057182309,-0.3662567371,-0.417770981,-0.4588617987,-0.4482480571
"RBP2",-0.6186781628,-0.7753055458,-0.7753055458,-0.7753055458,0.1018077989,0.7909682841,2.0439873479,0.0078313691
"RBP3",2.4153141668,0.1268313325,-0.2002115877,-0.4454937779,-0.3964373399,-0.4454937779,-0.5272545079,-0.5272545079
"RBPMS",1.3373595863,1.629072932,0.3048004083,-0.1614462591,-0.6526011073,-0.8195577992,-0.8273871724,-0.8102405885
"RBPMS2",1.7760426107,1.4479755818,-0.4490026192,-0.5158586174,-0.5012808073,-0.5860662317,-0.585367381,-0.5864425359
"RCAN1",-1.0395864645,-1.0485818642,-0.5473388619,-0.4195715745,1.8608736617,0.8903445347,0.2975086536,0.006351915
"RCC1",1.9057657011,0.644003153,0.6738006771,-0.1142955155,-0.5494913001,-0.8629810738,-0.8475991131,-0.8492025287
"RCC2",1.7045439912,0.951647488,0.5453359613,0.1388868578,-0.5963378659,-0.9715943255,-0.9158651775,-0.8566169294
"RCE1",0.0168557501,0.3756541123,1.7610065551,1.0377351037,-0.4895359548,-0.9672545926,-0.8431752792,-0.8912856948
